Anime ID,Title,Producers,Streaming Platform,Genre,Type,Studio,Source,A/R Ratings
92549,Hold stuff,"Shueisha, Kadokawa",HBO MaxVRVNetflix,Sci-FiFantasySupernatural,TV,Kyoto Animation,Original,PG
92723,Manage participant,"Shueisha, TV Tokyo",Tubi,ComedySlice of LifeAction,Special,Ufotable,Light Novel,PG-13
92773,Poor nice,TV Tokyo,CrunchyrollYouTube PremiumHBO Max,Slice of Life,Special,Bones,Visual Novel,PG-13
92796,Keep cultural,Aniplex,Apple TV+Netflix,Slice of LifeDrama,TV,Madhouse,Webtoon,R
92877,Member ever,Shueisha,HuluFunimation,Mystery,OVA,J.C.Staff,Game,PG-13
92880,Quality activity,Kodansha,CrunchyrollHBO MaxNetflix,Supernatural,ONA,Kyoto Animation,Webtoon,G
92912,Represent without admit,Bandai Namco,Amazon PrimeDisney+,Supernatural,ONA,Wit Studio,Manga,R
92994,Film return,Aniplex,Disney+,Drama,ONA,J.C.Staff,Manga,R
93004,Across exist technology,"Bandai Namco, Kodansha",HuluCrunchyroll,Horror,Special,Bones,Manga,PG-13
93043,Bank would,"Bandai Namco, TV Tokyo",Crunchyroll,HorrorRomance,ONA,Sunrise,Manga,G
93126,Cup hand artist,"Bandai Namco, Kodansha",Disney+FunimationYouTube Premium,HorrorAdventureComedy,OVA,A-1 Pictures,Original,PG-13
93158,Prepare film,Shueisha,Disney+,SupernaturalAdventure,TV,Kyoto Animation,Original,PG
93186,Machine instead,Shueisha,Disney+,Comedy,ONA,Sunrise,Light Novel,PG
93219,Section why,Bandai Namco,CrunchyrollHBO Max,FantasyDramaAction,Special,MAPPA,Game,PG-13
93243,Energy too letter,Shueisha,Amazon PrimeHBO MaxNetflix,Drama,OVA,J.C.Staff,Visual Novel,PG-13
93313,Here analysis world,Bandai Namco,CrunchyrollAmazon Prime,MysteryAction,OVA,Kyoto Animation,Webtoon,R
93336,Language party vote,Aniplex,Funimation,HorrorAction,OVA,Ufotable,Manga,G
93341,Data approach single,Kodansha,Netflix,Slice of LifeComedy,TV,Kyoto Animation,Original,R
93350,Since yes,"Aniplex, Bandai Namco",HBO MaxDisney+VRV,HorrorSlice of Life,OVA,Sunrise,Visual Novel,R
93381,Per early usually,"TV Tokyo, Shueisha",YouTube PremiumHBO Max,Mystery,TV,MAPPA,Light Novel,G
93415,Growth while,"TV Tokyo, Shueisha",YouTube PremiumDisney+Hulu,FantasySlice of Life,ONA,A-1 Pictures,Light Novel,R
93418,Type hospital,"TV Tokyo, Kadokawa",CrunchyrollApple TV+Hulu,FantasyRomanceMystery,ONA,Madhouse,Game,G
93463,Toward be represent,Kadokawa,NetflixHBO Max,RomanceSupernatural,OVA,MAPPA,Light Novel,R
93506,That road stand,Bandai Namco,Disney+VRVFunimation,ActionSlice of Life,TV,Kyoto Animation,Game,PG-13
93538,Expert perhaps pass,TV Tokyo,Disney+VRVYouTube Premium,HorrorDrama,ONA,Bones,Game,PG
93546,Possible report,Bandai Namco,FunimationVRV,Adventure,Special,Toei Animation,Game,PG-13
93572,Sound marriage,"Shueisha, Kodansha",YouTube Premium,DramaHorrorAdventure,OVA,Ufotable,Manga,PG-13
93599,Seem safe experience,Kodansha,HBO MaxDisney+,Adventure,Special,Sunrise,Original,R
93616,Tough blood amount magazine,"Shueisha, TV Tokyo",VRV,Slice of Life,Special,MAPPA,Game,PG-13
93667,Machine inside relationship,Aniplex,Disney+Netflix,SupernaturalComedySci-Fi,TV,MAPPA,Original,R
93714,Arrive child color,"Bandai Namco, TV Tokyo",Apple TV+,Slice of LifeAction,ONA,Kyoto Animation,Game,G
93789,Sort herself,Aniplex,VRVHBO MaxApple TV+,Mystery,ONA,Toei Animation,Manga,PG-13
93800,Billion push air,"Bandai Namco, Kadokawa",HuluTubi,DramaSupernaturalSci-Fi,TV,Kyoto Animation,Original,G
93812,Why wish,Shueisha,HBO MaxVRV,Sci-Fi,ONA,Bones,Webtoon,R
93865,Protect away,"Shueisha, Kadokawa",Apple TV+Amazon Prime,Slice of LifeDramaComedy,OVA,A-1 Pictures,Visual Novel,PG-13
93905,Live personal attention history,Aniplex,HBO MaxHulu,ComedyHorror,ONA,Sunrise,Game,G
93967,Late almost,Shueisha,Apple TV+CrunchyrollHulu,Action,TV,A-1 Pictures,Manga,G
93980,Light red plan,TV Tokyo,HuluApple TV+Crunchyroll,Romance,ONA,Madhouse,Webtoon,PG
94018,Everything safe,Bandai Namco,CrunchyrollApple TV+,ComedyRomance,OVA,MAPPA,Manga,R
94034,Course reveal,Bandai Namco,Amazon Prime,DramaSupernatural,ONA,Kyoto Animation,Manga,PG
94120,General reality part,"Aniplex, Bandai Namco",NetflixTubiYouTube Premium,AdventureSupernaturalMystery,TV,Madhouse,Light Novel,PG-13
94144,Walk yet who stop,"Bandai Namco, Kadokawa",Disney+Apple TV+YouTube Premium,Adventure,TV,Madhouse,Original,R
94190,Three whom,Kadokawa,YouTube PremiumHulu,RomanceFantasySlice of Life,Special,Kyoto Animation,Webtoon,PG-13
94193,Think peace forget,Aniplex,Disney+Apple TV+,ActionSci-FiFantasy,Special,Bones,Visual Novel,G
94237,Continue film behind,"TV Tokyo, Kadokawa",HBO MaxApple TV+Tubi,Sci-Fi,Special,Ufotable,Visual Novel,G
94301,Weight give,Shueisha,Disney+Crunchyroll,HorrorMysterySci-Fi,OVA,Toei Animation,Webtoon,PG
94546,American will,"Kodansha, Shueisha",Crunchyroll,HorrorActionRomance,TV,A-1 Pictures,Original,PG-13
94553,Answer car wear,Aniplex,NetflixFunimationApple TV+,Comedy,TV,MAPPA,Game,R
94736,You and feel put,"Shueisha, Kadokawa",Apple TV+NetflixTubi,Fantasy,TV,Toei Animation,Visual Novel,PG-13
94863,Thank despite mission,TV Tokyo,VRVYouTube Premium,Fantasy,OVA,Madhouse,Visual Novel,G
94909,Tax recognize,"Bandai Namco, Kodansha",Tubi,ActionSlice of LifeMystery,ONA,Ufotable,Light Novel,PG-13
94968,Near couple,"Kadokawa, TV Tokyo",Amazon PrimeDisney+Crunchyroll,AdventureFantasy,Special,Toei Animation,Webtoon,R
95055,Civil or beyond those,Aniplex,FunimationAmazon Prime,ComedyRomanceSci-Fi,TV,Sunrise,Game,PG
95143,Industry government,"Shueisha, Bandai Namco",Apple TV+Disney+YouTube Premium,Sci-Fi,Special,Ufotable,Original,G
95150,Wonder stand find,"Kodansha, Bandai Namco",Netflix,ActionSupernatural,OVA,Toei Animation,Webtoon,PG-13
95154,Cup response require,"Bandai Namco, TV Tokyo",YouTube PremiumVRV,ActionDramaRomance,Special,Ufotable,Light Novel,PG-13
95344,White however,"Shueisha, Kadokawa",HuluCrunchyroll,SupernaturalMystery,Special,Sunrise,Original,R
95410,Enter budget,Shueisha,VRV,DramaHorrorSci-Fi,TV,Madhouse,Light Novel,R
95486,Fund defense poor mind,"Kadokawa, Kodansha",Disney+,AdventureFantasyDrama,TV,Kyoto Animation,Game,G
95529,South discuss say,TV Tokyo,Funimation,Horror,TV,Kyoto Animation,Original,R
95627,Build although service,TV Tokyo,Crunchyroll,HorrorActionSci-Fi,OVA,Ufotable,Webtoon,G
95628,Test dinner interview,Shueisha,TubiVRV,Sci-FiSupernatural,Special,Madhouse,Manga,R
95656,Lot authority meeting loss,Shueisha,Apple TV+Netflix,HorrorFantasySupernatural,Special,Ufotable,Manga,R
95687,International herself itself,"Kodansha, Bandai Namco",YouTube PremiumCrunchyroll,Slice of LifeFantasySci-Fi,TV,Toei Animation,Light Novel,G
95703,Peace they teach mouth,"Kodansha, Bandai Namco",TubiDisney+Netflix,Action,ONA,Sunrise,Webtoon,PG-13
95732,Have record consider,"Aniplex, Shueisha",Apple TV+VRV,Sci-Fi,ONA,Sunrise,Light Novel,PG-13
95777,Physical debate bank,Shueisha,Apple TV+HBO Max,Adventure,OVA,Bones,Visual Novel,PG
95963,Class just,Kadokawa,HuluHBO MaxCrunchyroll,SupernaturalAdventure,ONA,J.C.Staff,Manga,R
96117,Develop east,"Kodansha, Kadokawa",HBO MaxTubi,MysteryRomanceSlice of Life,ONA,Ufotable,Light Novel,PG-13
96119,Matter stage,Kodansha,YouTube PremiumVRV,ActionFantasyHorror,Special,Wit Studio,Manga,PG-13
96156,Minute American onto,Aniplex,Disney+,RomanceAdventure,OVA,MAPPA,Webtoon,R
96228,Key rise meeting,Bandai Namco,HBO Max,Comedy,TV,A-1 Pictures,Light Novel,R
96323,Mouth at forward hard,"Bandai Namco, Kodansha",HBO Max,Action,ONA,Kyoto Animation,Manga,R
96330,Bad group,"Kadokawa, Shueisha",HBO MaxApple TV+Funimation,FantasyDrama,TV,Kyoto Animation,Game,PG
96498,Become you increase good,TV Tokyo,YouTube PremiumDisney+,Slice of LifeDramaSci-Fi,OVA,A-1 Pictures,Game,PG
96530,Quite most imagine,Bandai Namco,Netflix,Adventure,TV,Bones,Webtoon,R
96538,Culture cup,Kadokawa,Amazon PrimeHuluYouTube Premium,HorrorSci-FiAdventure,Special,Bones,Game,G
96692,Car yet training,Bandai Namco,YouTube PremiumHBO MaxDisney+,Supernatural,OVA,Ufotable,Original,PG-13
96741,Back doctor amount,"Kodansha, Shueisha",Tubi,Romance,OVA,J.C.Staff,Manga,G
96816,Wish until question,Kadokawa,YouTube PremiumHuluApple TV+,DramaMysterySci-Fi,Special,Ufotable,Light Novel,PG-13
96822,Base general nation,Aniplex,HBO MaxYouTube PremiumHulu,SupernaturalHorror,TV,Bones,Manga,G
96921,Expert season amount,"Kadokawa, Kodansha",FunimationVRVHulu,Horror,ONA,J.C.Staff,Manga,G
96955,Brother term least,Kadokawa,NetflixTubi,ComedyAction,Special,Toei Animation,Manga,R
96961,Watch less,TV Tokyo,VRV,Drama,OVA,Bones,Visual Novel,R
96974,Hit his story investment,Shueisha,HBO MaxHuluYouTube Premium,RomanceComedyFantasy,OVA,Ufotable,Game,R
96975,Benefit step,Kodansha,Amazon Prime,Slice of Life,Special,J.C.Staff,Webtoon,PG
97013,Stock rate far,Kodansha,HuluDisney+,Romance,OVA,J.C.Staff,Visual Novel,R
97131,Child east,"Kadokawa, Aniplex",FunimationApple TV+Hulu,Sci-Fi,OVA,Bones,Original,R
97201,State look,Shueisha,Apple TV+Hulu,FantasyRomanceComedy,TV,MAPPA,Visual Novel,G
97369,Little go agency,"Shueisha, Kadokawa",Funimation,DramaHorrorAction,ONA,Ufotable,Original,PG
97390,Call example,Kodansha,HBO MaxAmazon Prime,Drama,TV,MAPPA,Original,PG
97394,The third word,TV Tokyo,YouTube PremiumApple TV+Funimation,ActionMystery,OVA,A-1 Pictures,Manga,PG-13
97431,Few expert agent,Shueisha,VRVCrunchyrollAmazon Prime,AdventureRomanceSupernatural,TV,Ufotable,Original,G
97481,Concern evidence,TV Tokyo,HuluDisney+,Slice of LifeFantasy,OVA,A-1 Pictures,Game,G
97484,They street employee,Bandai Namco,HuluYouTube Premium,AdventureSlice of LifeComedy,TV,A-1 Pictures,Visual Novel,PG-13
97485,Technology let,"TV Tokyo, Aniplex",CrunchyrollFunimationYouTube Premium,FantasyMysteryHorror,Special,Toei Animation,Manga,PG-13
97553,International decade sense,Aniplex,CrunchyrollYouTube PremiumHBO Max,MysterySci-FiFantasy,ONA,J.C.Staff,Game,PG-13
97558,Deal along cut,"Shueisha, TV Tokyo",Disney+Netflix,Slice of LifeAction,TV,MAPPA,Visual Novel,R
97714,Know full keep,Kadokawa,Crunchyroll,SupernaturalHorror,TV,Sunrise,Webtoon,R
97735,Social you,"Aniplex, Kadokawa",Netflix,SupernaturalSlice of LifeDrama,ONA,Toei Animation,Visual Novel,PG
97743,Strategy what result,Kadokawa,HuluCrunchyrollApple TV+,SupernaturalDramaAdventure,Special,Wit Studio,Original,PG
97827,Art race society,Kodansha,FunimationAmazon Prime,Slice of LifeHorror,TV,Toei Animation,Original,R
97867,None maintain,Kadokawa,Tubi,HorrorComedyAction,TV,Wit Studio,Manga,G
97946,Sea meet,TV Tokyo,Amazon Prime,Fantasy,OVA,Toei Animation,Visual Novel,PG
97973,But service,Aniplex,VRVApple TV+,Sci-FiRomance,ONA,Kyoto Animation,Light Novel,R
98061,Help seem see,"Bandai Namco, Shueisha",VRVDisney+Apple TV+,MysteryRomanceSlice of Life,TV,Madhouse,Game,PG-13
98296,Happen around,"Kodansha, Kadokawa",HBO MaxHulu,Slice of LifeAction,Special,Sunrise,Webtoon,G
98332,This civil two,"Kadokawa, TV Tokyo",FunimationTubiCrunchyroll,FantasySupernaturalAdventure,TV,A-1 Pictures,Webtoon,PG-13
98338,No trial discussion,Aniplex,Funimation,AdventureComedy,ONA,MAPPA,Game,PG-13
98394,Bill remember care,"Shueisha, Kadokawa",Crunchyroll,MysteryRomanceHorror,ONA,Kyoto Animation,Visual Novel,PG
98436,Sure system cold,Bandai Namco,HBO MaxFunimation,RomanceHorror,ONA,Kyoto Animation,Webtoon,R
98528,Protect large,"Kodansha, Aniplex",Amazon PrimeFunimation,Romance,Special,A-1 Pictures,Webtoon,G
98540,Condition out,Bandai Namco,HBO MaxNetflix,DramaComedy,TV,Toei Animation,Manga,PG-13
98542,Trial leader prevent,"Shueisha, Kodansha",VRV,ActionRomanceAdventure,ONA,Sunrise,Game,R
98618,Fund dream,"TV Tokyo, Bandai Namco",CrunchyrollApple TV+Funimation,MysteryAdventure,ONA,Madhouse,Game,R
98753,Matter go blue,"Kodansha, Bandai Namco",HBO MaxNetflixApple TV+,RomanceHorror,Special,J.C.Staff,Visual Novel,G
98848,Certain course into,TV Tokyo,YouTube PremiumApple TV+Tubi,HorrorSupernatural,TV,Sunrise,Light Novel,PG-13
98894,If statement particular song,Kadokawa,HBO Max,FantasyAdventure,OVA,Sunrise,Manga,R
98905,Modern happy hand,Bandai Namco,Apple TV+VRVNetflix,Romance,TV,A-1 Pictures,Light Novel,R
98954,Usually crime,"TV Tokyo, Bandai Namco",Disney+,Mystery,ONA,Wit Studio,Original,G
99016,Dream itself back,Kodansha,FunimationHuluHBO Max,ActionSupernaturalSci-Fi,OVA,Kyoto Animation,Original,PG
99094,Concern give role score,"TV Tokyo, Kodansha",HuluFunimation,Slice of LifeAdventure,ONA,J.C.Staff,Visual Novel,PG
99150,Operation only language,"Aniplex, Kodansha",Funimation,DramaSupernatural,ONA,Wit Studio,Light Novel,PG-13
99190,Party loss,"Kadokawa, Shueisha",Funimation,FantasyRomanceAdventure,OVA,Kyoto Animation,Original,R
99228,Either something several station,"Shueisha, TV Tokyo",NetflixDisney+Crunchyroll,Adventure,TV,Bones,Game,G
99262,Center building,"Bandai Namco, Kodansha",HBO MaxDisney+VRV,HorrorComedyAdventure,ONA,Kyoto Animation,Manga,PG-13
99441,Wait PM easy quite,TV Tokyo,Apple TV+YouTube PremiumTubi,HorrorComedyRomance,OVA,Ufotable,Light Novel,G
99471,Perhaps item,Kadokawa,Amazon PrimeYouTube Premium,Mystery,TV,Madhouse,Visual Novel,G
99496,Week perform,Bandai Namco,Amazon PrimeHuluYouTube Premium,DramaComedy,Special,J.C.Staff,Visual Novel,PG
99533,Gun perform,"TV Tokyo, Kadokawa",Disney+HuluApple TV+,Sci-FiComedy,ONA,A-1 Pictures,Visual Novel,R
99547,The heart,TV Tokyo,HuluDisney+Apple TV+,DramaAction,Special,A-1 Pictures,Visual Novel,R
99572,Yourself bank,Shueisha,Disney+,ActionSupernaturalComedy,Special,A-1 Pictures,Manga,G
99597,Include high ground,"Kadokawa, Aniplex",Netflix,ComedySupernaturalRomance,OVA,J.C.Staff,Original,G
99729,Free continue term,"Aniplex, Kadokawa",FunimationHBO MaxApple TV+,Sci-FiActionSupernatural,ONA,A-1 Pictures,Visual Novel,PG
100014,Room newspaper,TV Tokyo,VRVTubi,RomanceHorror,OVA,A-1 Pictures,Manga,G
100020,Trial cost,Shueisha,Apple TV+,Mystery,TV,Ufotable,Game,R
100026,Ok perform race,"Kodansha, TV Tokyo",Funimation,DramaActionRomance,OVA,Kyoto Animation,Manga,PG
100037,Them civil pass,Kadokawa,VRV,RomanceSlice of Life,ONA,A-1 Pictures,Visual Novel,PG
100051,Remain cup radio,Aniplex,CrunchyrollVRV,SupernaturalHorrorRomance,Special,Ufotable,Game,PG
100096,Set what none,Kadokawa,YouTube PremiumVRVNetflix,MysterySci-Fi,TV,Madhouse,Webtoon,PG
100101,Woman science success,"TV Tokyo, Kodansha",NetflixTubiAmazon Prime,Sci-FiComedyDrama,TV,Toei Animation,Game,PG-13
100127,Business industry,Bandai Namco,HuluTubiVRV,ActionComedy,ONA,J.C.Staff,Game,PG
100129,Number daughter small,"Aniplex, TV Tokyo",Apple TV+Crunchyroll,ActionComedySlice of Life,Special,Wit Studio,Light Novel,R
100318,How force,Kadokawa,FunimationNetflixCrunchyroll,MysterySlice of LifeAction,ONA,Wit Studio,Manga,R
100339,Will five himself,"Bandai Namco, Aniplex",YouTube PremiumTubiAmazon Prime,DramaFantasy,ONA,Wit Studio,Game,PG-13
100376,Give choose over,Kadokawa,FunimationAmazon PrimeHBO Max,HorrorDramaFantasy,OVA,A-1 Pictures,Light Novel,PG-13
100444,Physical use usually,"Shueisha, TV Tokyo",NetflixDisney+Apple TV+,RomanceDrama,Special,Wit Studio,Manga,R
100477,Energy gas,Shueisha,VRV,Horror,Special,Kyoto Animation,Game,G
100517,Community that identify,Kadokawa,HBO MaxNetflixAmazon Prime,FantasyDramaSupernatural,ONA,Bones,Manga,PG
100520,Group tend lead,Kodansha,Amazon PrimeCrunchyroll,AdventureMysterySupernatural,ONA,Toei Animation,Original,R
100564,Power explain sea,Shueisha,CrunchyrollNetflix,Comedy,ONA,Sunrise,Original,G
100581,Get discuss conference,"Aniplex, Shueisha",Hulu,Drama,ONA,Madhouse,Webtoon,G
100730,Fine economy short,"Kodansha, Kadokawa",CrunchyrollAmazon PrimeHBO Max,RomanceDramaMystery,TV,MAPPA,Original,G
100742,Day number,"TV Tokyo, Kadokawa",Amazon Prime,DramaAdventure,Special,J.C.Staff,Visual Novel,G
100775,Amount like,Bandai Namco,NetflixHuluApple TV+,Romance,OVA,MAPPA,Webtoon,PG-13
100852,Situation fund better,"Kodansha, TV Tokyo",Amazon Prime,Sci-Fi,Special,Wit Studio,Manga,R
100987,Continue want shake,"TV Tokyo, Kodansha",Amazon Prime,Fantasy,OVA,Toei Animation,Light Novel,PG-13
101123,Later though year,"Kadokawa, Kodansha",FunimationYouTube Premium,Sci-FiSlice of LifeAction,Special,A-1 Pictures,Manga,PG
101200,School more,"TV Tokyo, Kodansha",Disney+VRV,MysteryRomance,Special,Ufotable,Game,R
101207,Quite your,Kodansha,Crunchyroll,Slice of LifeMysterySci-Fi,Special,Sunrise,Light Novel,R
101307,Able last,Shueisha,Disney+Apple TV+Hulu,ComedySci-FiAdventure,ONA,Madhouse,Light Novel,R
101326,Partner bar,"Kodansha, Kadokawa",HuluNetflix,AdventureRomance,Special,Kyoto Animation,Webtoon,PG
101389,Garden suggest,"Aniplex, Kadokawa",VRVCrunchyroll,Action,OVA,Kyoto Animation,Game,PG
101516,Field admit ahead,"Kadokawa, Kodansha",Amazon Prime,Fantasy,OVA,Bones,Webtoon,G
101576,Responsibility total pressure think,"Shueisha, Kodansha",Amazon Prime,HorrorSci-Fi,OVA,Wit Studio,Webtoon,PG-13
101626,Town bag,Bandai Namco,Hulu,FantasyAction,TV,Sunrise,Webtoon,PG
101654,Much though,Kodansha,TubiHuluDisney+,MysteryRomance,OVA,Toei Animation,Original,PG-13
101693,Low speak,TV Tokyo,YouTube PremiumVRV,Fantasy,OVA,A-1 Pictures,Light Novel,G
101771,Finish before,Kadokawa,YouTube Premium,Adventure,ONA,Kyoto Animation,Webtoon,G
101776,House collection respond,"Kadokawa, Aniplex",Apple TV+HBO MaxYouTube Premium,DramaSlice of Life,TV,Ufotable,Game,PG-13
101805,Majority middle skill,Aniplex,Crunchyroll,RomanceAdventure,TV,Ufotable,Webtoon,PG-13
101885,Camera officer lose,Bandai Namco,Amazon PrimeCrunchyrollTubi,Fantasy,OVA,Madhouse,Light Novel,G
101908,Game space,TV Tokyo,HBO Max,RomanceAdventureDrama,Special,MAPPA,Manga,PG-13
101934,Necessary organization health,Shueisha,NetflixYouTube PremiumHBO Max,Fantasy,TV,A-1 Pictures,Manga,PG-13
101938,Whatever pick,"Aniplex, Shueisha",FunimationCrunchyrollApple TV+,SupernaturalSci-FiAction,TV,Wit Studio,Game,G
101980,Side reflect kind,Bandai Namco,Apple TV+Amazon Prime,Supernatural,Special,Ufotable,Webtoon,PG
102150,Star decide opportunity sense,TV Tokyo,HBO Max,Fantasy,TV,MAPPA,Game,PG
102200,Card our,"Kadokawa, Kodansha",Funimation,AdventureDrama,Special,Toei Animation,Original,PG-13
102341,Standard account front,"Aniplex, TV Tokyo",HuluYouTube Premium,Romance,OVA,MAPPA,Original,R
102504,Interest few medical,"Bandai Namco, Aniplex",Funimation,Slice of LifeSci-Fi,Special,MAPPA,Visual Novel,R
102527,Street part,"Shueisha, Kadokawa",CrunchyrollNetflix,ActionDrama,TV,Sunrise,Game,PG-13
102539,Five responsibility,"Kodansha, TV Tokyo",TubiCrunchyrollYouTube Premium,DramaRomance,Special,A-1 Pictures,Original,G
102645,Establish window,"Bandai Namco, Kodansha",Amazon PrimeNetflixHBO Max,DramaHorrorComedy,OVA,Wit Studio,Original,PG-13
102692,Traditional degree guess,Kodansha,Disney+Hulu,SupernaturalDramaMystery,OVA,Madhouse,Manga,G
102736,Really worker,Bandai Namco,CrunchyrollHulu,DramaSupernaturalHorror,ONA,J.C.Staff,Original,PG
102743,Event weight pull,Kadokawa,Crunchyroll,MysterySupernaturalDrama,TV,A-1 Pictures,Manga,PG
102804,Senior method size,Kadokawa,Amazon Prime,Sci-FiSlice of LifeAdventure,OVA,Toei Animation,Original,R
102819,Feeling black,"TV Tokyo, Kodansha",Crunchyroll,SupernaturalRomance,TV,Ufotable,Webtoon,PG-13
102843,Appear environmental hour,"Shueisha, Bandai Namco",HuluCrunchyroll,AdventureRomanceMystery,Special,Madhouse,Visual Novel,G
102919,Far team practice,Kodansha,FunimationApple TV+Crunchyroll,MysterySupernaturalSci-Fi,ONA,Sunrise,Webtoon,PG
102932,Ever loss tend win,Shueisha,Disney+,Slice of LifeFantasyHorror,ONA,Kyoto Animation,Game,PG
102945,President system,Kodansha,Netflix,Comedy,OVA,Ufotable,Game,PG-13
102954,Pretty care manage,"TV Tokyo, Bandai Namco",NetflixFunimationDisney+,SupernaturalComedy,Special,J.C.Staff,Light Novel,PG-13
103021,Company cell,"Aniplex, Kadokawa",NetflixVRV,Sci-FiAction,ONA,Madhouse,Original,PG-13
103052,Week far blue,"TV Tokyo, Kadokawa",Tubi,Supernatural,TV,Wit Studio,Game,PG
103112,Least attack energy authority,"Kodansha, TV Tokyo",HuluVRV,Horror,OVA,Bones,Game,G
103374,Size base,Kodansha,Disney+NetflixYouTube Premium,Sci-FiHorror,ONA,Bones,Webtoon,PG-13
103427,Coach interview now test,"TV Tokyo, Aniplex",Disney+Crunchyroll,DramaActionSupernatural,ONA,Ufotable,Manga,R
103462,Ok visit trial,"Kadokawa, TV Tokyo",Apple TV+YouTube PremiumDisney+,DramaFantasy,Special,Kyoto Animation,Webtoon,PG
103486,Wish film,"Kodansha, Kadokawa",YouTube PremiumNetflix,Drama,ONA,MAPPA,Manga,R
103586,Success least Congress,Aniplex,Apple TV+,Sci-FiSlice of Life,ONA,Sunrise,Game,G
103588,Similar imagine member,Kodansha,Amazon PrimeYouTube PremiumFunimation,Supernatural,TV,Kyoto Animation,Manga,PG-13
103613,Decade particular,"Bandai Namco, Kodansha",HuluCrunchyroll,SupernaturalHorror,ONA,MAPPA,Game,R
103637,Stop same,Aniplex,CrunchyrollHuluYouTube Premium,Romance,TV,Kyoto Animation,Light Novel,R
103691,Modern act rather,"TV Tokyo, Shueisha",Netflix,HorrorDramaAdventure,Special,Ufotable,Original,PG-13
103724,Job company reflect,Kadokawa,FunimationNetflixCrunchyroll,Supernatural,TV,Bones,Webtoon,G
103847,Age deep bar,"Bandai Namco, Kodansha",CrunchyrollHulu,HorrorAdventureRomance,Special,Toei Animation,Visual Novel,PG
103913,Inside resource hold,Aniplex,VRVApple TV+Netflix,Drama,Special,Sunrise,Visual Novel,G
103917,Take citizen sea,Kodansha,Disney+Crunchyroll,Sci-Fi,ONA,MAPPA,Visual Novel,R
104161,Manager least development,Kadokawa,Netflix,Supernatural,OVA,J.C.Staff,Visual Novel,PG-13
104184,Real party thank big,"Shueisha, Kodansha",VRVCrunchyroll,Slice of LifeFantasy,OVA,Toei Animation,Original,G
104280,Identify off,TV Tokyo,Funimation,Comedy,Special,Kyoto Animation,Manga,R
104424,Information million fill,Kadokawa,Tubi,Action,ONA,Madhouse,Visual Novel,PG
104449,Smile north,Aniplex,Funimation,ComedyAction,Special,Bones,Webtoon,PG
104650,Region nor job,Bandai Namco,Funimation,FantasySci-FiSlice of Life,ONA,Wit Studio,Visual Novel,G
104654,Send low personal town,Shueisha,Apple TV+,MysterySlice of Life,TV,J.C.Staff,Visual Novel,R
104713,Line see past,"Kadokawa, TV Tokyo",FunimationDisney+Tubi,ComedySlice of LifeHorror,TV,Kyoto Animation,Visual Novel,PG-13
104813,Dinner detail someone,"Shueisha, Kodansha",Apple TV+,Sci-FiMystery,Special,Sunrise,Webtoon,R
104844,Which world,Aniplex,TubiHBO MaxApple TV+,Slice of LifeSci-FiDrama,Special,A-1 Pictures,Visual Novel,R
104924,Anything mind change,"Bandai Namco, TV Tokyo",YouTube PremiumHBO MaxTubi,ComedySupernatural,TV,Toei Animation,Game,PG
104927,Do sense,"Kodansha, Kadokawa",CrunchyrollVRV,Sci-FiRomanceAction,ONA,A-1 Pictures,Webtoon,PG
105010,Million seem region,Shueisha,Disney+,Mystery,OVA,Kyoto Animation,Game,PG-13
105079,Tv foot,Bandai Namco,Amazon PrimeTubiHBO Max,HorrorAdventure,TV,Kyoto Animation,Light Novel,R
105146,Field forward,TV Tokyo,Amazon PrimeDisney+,FantasyHorrorDrama,Special,Kyoto Animation,Original,R
105148,Over drug whose,"Kadokawa, Bandai Namco",NetflixHBO MaxFunimation,DramaAction,Special,Toei Animation,Visual Novel,PG-13
105180,Up develop garden,Shueisha,Funimation,Sci-Fi,ONA,Toei Animation,Manga,PG-13
105203,War start help court,Kodansha,Disney+HBO Max,MysterySlice of LifeSupernatural,TV,Sunrise,Light Novel,PG-13
105228,Lawyer opportunity budget cause,"TV Tokyo, Aniplex",HBO Max,SupernaturalAdventure,ONA,Sunrise,Manga,R
105243,Discuss bill president,Bandai Namco,Amazon PrimeCrunchyrollNetflix,Fantasy,Special,Wit Studio,Original,R
105261,Return doctor region,Bandai Namco,YouTube PremiumFunimation,Slice of LifeDramaAction,ONA,Kyoto Animation,Light Novel,PG-13
105271,From kind different,"Kadokawa, Shueisha",CrunchyrollHBO MaxAmazon Prime,ComedyFantasySlice of Life,Special,Ufotable,Webtoon,PG-13
105326,Religious event job fast,Kadokawa,Tubi,HorrorAdventureAction,ONA,Bones,Game,G
105348,Message contain since,"Kodansha, Kadokawa",Apple TV+,HorrorAdventure,Special,A-1 Pictures,Light Novel,G
105353,Answer push way,Aniplex,Amazon PrimeHuluApple TV+,DramaSlice of Life,TV,Ufotable,Visual Novel,R
105511,Know war east,"Bandai Namco, TV Tokyo",HBO Max,Slice of LifeFantasyDrama,TV,Sunrise,Manga,G
105545,Such national,Kadokawa,YouTube PremiumApple TV+Hulu,AdventureSlice of Life,ONA,Kyoto Animation,Manga,PG
105569,Skin choice value,Aniplex,Apple TV+,HorrorRomanceAction,TV,A-1 Pictures,Manga,R
105614,Church detail,"TV Tokyo, Shueisha",Amazon PrimeHBO MaxNetflix,ComedyActionSupernatural,OVA,MAPPA,Visual Novel,G
