Anime ID,Title,Members,Favorites,Airing_Start,Airing_End,Episodes,Duration,Broadcast_Day,Watch Hours,Countries Available,Awards Won,Dub Availability,User_Reviews,Score
79593,Event seem avoid," 9,95,878 ",32234,13-03-2024,10-07-2024,17,35,Tuesday," 7,68,77,245 ",2,8,Yes,5529,9.340
79668,Police particularly travel," 6,81,373 ",24344,03-03-2020,27-10-2020,34,54,Thursday," 8,88,00,914 ",18,7,Yes,6191,9.340
79912,Increase knowledge," 9,19,426 ",12645,19-01-2019,28-11-2020,97,35,Tuesday," 1,53,68,337 ",9,5,No,10789,8.960
79950,Catch sometimes professor," 8,74,883 ",9511,22-09-2023,17-05-2024,34,44,Tuesday," 11,01,75,355 ",28,4,Partial,7820,9.210
80047,But trip decision," 9,70,664 ",25458,18-09-2024,Still Airing,23,35,Friday," 3,52,20,351 ",8,6,Yes,8157,9.900
80088,Degree culture," 8,00,767 ",12889,15-01-2021,14-05-2021,17,38,Wednesday," 11,12,27,260 ",22,8,Partial,11135,8.930
80110,Significant compare," 6,42,881 ",45029,09-12-2017,15-09-2018,40,53,Saturday," 10,62,75,156 ",17,8,Partial,5410,9.370
80124,Rather ten red," 6,35,178 ",33552,24-02-2024,Still Airing,53,56,Saturday," 8,67,20,814 ",16,4,Partial,9489,9.910
80174,Affect deep population," 8,01,774 ",36934,12-07-2046,13-09-2022,85,96.29205844,Sunday," 13,20,28,291 ",27,8,No,8541,7.029
80208,Win environment that," 6,21,395 ",25675,30-12-2143,Still Airing,63,43.66217157,Thursday," 14,84,77,395 ",29,8,Yes,8301,3.420
80213,Claim lot fund," 9,63,413 ",34447,11-12-2024,Still Airing,11,45,Monday," 14,24,90,941 ",1,6,Partial,7576,8.820
80232,Rock party," 9,82,692 ",27001,11-10-2022,Still Airing,124,52,Wednesday," 9,00,35,471 ",15,4,No,8036,8.850
80351,Maintain model," 9,77,515 ",41355,13-07-2020,22-03-2021,36,40,Wednesday," 7,56,73,331 ",11,8,No,14038,9.130
80373,Choose people myself several," 8,61,963 ",47201,17-07-2017,18-06-2018,48,55,Monday," 14,25,45,398 ",26,6,Yes,14194,9.520
80377,A unit," 8,91,893 ",37004,30-03-1987,02-12-2021,56,88.77910045,Saturday," 8,64,04,336 ",14,6,No,5971,4.140
80402,Purpose arrive," 7,18,580 ",49361,05-05-2017,26-10-2018,77,53,Friday," 3,57,54,273 ",7,6,Yes,5195,7.830
80559,Miss table door," 8,27,777 ",37708,23-05-2016,10-07-2017,59,38,Saturday," 70,21,561 ",10,8,Partial,6812,8.730
80603,Step become win," 9,87,164 ",33446,10-08-2019,16-11-2019,14,57,Thursday," 6,82,30,852 ",6,5,No,8901,9.640
80677,Sometimes want specific,778056.00,39526,26-08-2024,Still Airing,26,48,Friday," 6,40,66,930 ",8,8,Partial,8910,9.780
80720,Church matter society shake," 8,71,420 ",33943,14-03-2022,Still Airing,154,38,Sunday," 9,83,10,675 ",15,7,No,6615,7.950
80732,Enter federal," 9,39,502 ",34123,23-05-2023,23-04-2024,48,60,Monday," 1,38,96,725 ",7,6,Partial,10488,9.270
80734,Attention economy wife,977405.90,42897,15-07-1976,23-01-2021,33,70.41846956,Friday," 8,14,19,539 ",19,8,Partial,7599,3.090
80773,Mrs court democratic," 9,25,308 ",16943,12-03-2022,Still Airing,155,48,Sunday," 6,34,07,064 ",2,5,Yes,12746,9.920
80920,Compare market military," 9,58,686 ",47894,01-05-2022,07-01-2024,88,33,Thursday," 11,33,69,012 ",28,7,Partial,5641,7.340
81003,Data act,894231.00,23043,26-12-2023,14-05-2024,20,45,Monday," 2,88,89,706 ",8,7,No,8280,8.870
81051,Picture enter though soldier," 6,82,085 ",40802,07-03-2017,18-09-2018,80,46,Saturday," 3,76,21,015 ",5,7,No,12786,9.670
81079,Become imagine," 8,81,395 ",6715,26-12-2020,25-06-2022,78,50,Tuesday," 5,69,55,557 ",10,6,No,6276,9.980
81084,Eight think hold," 6,64,988 ",31286,22-11-2023,14-08-2024,38,59,Sunday," 8,60,02,979 ",12,7,No,6980,6.950
81146,Less peace," 9,13,704 ",20011,29-03-2019,07-08-2020,71,55,Sunday," 10,29,46,151 ",15,7,Partial,10710,8.810
81166,Strategy sing certain," 6,43,641 ",19993,22-01-2021,Still Airing,214,35,Tuesday," 10,34,89,208 ",12,5,Partial,7873,8.120
81174,Century fall," 7,94,420 ",13421,13-08-2024,Still Airing,28,42,Thursday," 2,53,89,270 ",15,4,Yes,9559,9.060
81212,Property today laugh," 8,63,508 ",20248,07-11-2022,03-04-2023,21,41,Tuesday," 11,65,52,213 ",25,6,Partial,14773,7.840
81264,Picture dark least," 8,27,273 ",34109,08-02-2024,Still Airing,55,47,Saturday," 2,45,25,384 ",9,6,No,8240,9.700
81270,Himself anything yard," 9,34,458 ",26374,09-12-2015,19-04-2017,71,37,Friday," 10,02,38,504 ",11,8,No,14716,8.980
81297,Month should attorney," 8,00,204 ",19854,02-02-2023,13-06-2024,71,33,Wednesday," 11,27,87,082 ",21,5,Yes,13080,8.410
81337,Truth treatment executive it," 9,26,049 ",2144,15-04-2024,Still Airing,45,35,Saturday," 11,00,00,501 ",22,8,Yes,5292,8.980
81344,Point success,7.71E+05,22598,26-05-2018,28-12-2019,83,52,Monday," 12,34,76,560 ",30,6,Partial,12858,9.930
81439,Cost after ball many," 6,48,473 ",30092,22-06-2021,26-04-2022,44,40,Sunday," 6,62,16,355 ",10,8,No,8505,8.440
81445,Send person together," 6,82,997 ",32407,23-06-2017,19-01-2018,30,37,Thursday," 9,32,28,914 ",17,8,No,11959,9.500
81475,Show history,975068.00,4977,28-03-2018,23-01-2019,43,57,Wednesday," 13,57,56,002 ",22,5,Partial,14682,9.670
81489,Benefit beat order,986336,15852,11-05-2022,13-09-2023,70,53,Saturday," 5,59,49,598 ",4,6,Yes,8891,7.550
81581,Month indicate election," 6,92,099 ",21852,04-11-2022,27-01-2023,12,56,Sunday," 13,04,89,207 ",23,7,No,8018,8.460
81603,Audience music another," 7,06,668 ",6862,10-02-2171,12-06-2021,31,35.7473933,Monday," 1,08,74,376 ",2,4,Yes,12844,5.240
81606,Particular property environment," 8,14,955 ",34232,02-07-2019,08-09-2020,62,35,Friday," 7,89,07,795 ",5,8,Partial,7388,9.590
81608,Beyond often find," 9,60,562 ",13603,23-11-2016,25-01-2017,9,53,Tuesday," 13,70,02,690 ",30,8,Yes,9316,9.620
81695,Third add them,6.16E+05,14443,21-11-2022,Still Airing,118,54,Sunday," 9,94,67,880 ",1,7,No,8382,9.510
81701,Movie rate fast," 8,94,831 ",41932,14-08-2017,12-11-2018,65,46,Wednesday," 12,35,48,990 ",27,5,Yes,14553,9.560
81764,Least five," 9,02,262 ",37119,08-07-2017,Still Airing,399,32,Friday," 4,71,81,283 ",4,8,Yes,8800,9.710
81767,Everything respond particular," 6,55,968 ",36805,10-09-2015,16-03-2017,79,50,Wednesday," 84,67,818 ",27,5,Partial,12173,9.050
81785,Industry support," 8,36,600 ",6731,22-12-2018,22-06-2019,26,37,Wednesday," 8,61,33,740 ",17,8,Yes,8515,9.200
81813,Likely along talk,7.37E+05,16993,04-08-2021,10-11-2021,14,55,Saturday," 9,13,72,659 ",18,7,No,9654,9.280
81814,Commercial within," 9,55,481 ",26719,18-06-2019,20-10-2020,70,60,Sunday," 9,86,45,093 ",15,8,No,11992,9.710
81896,Evidence night town force," 6,05,727 ",37842,04-04-2015,22-08-2015,20,58,Wednesday," 14,85,92,024 ",26,7,Yes,6552,8.650
81997,Note movie," 7,22,841 ",4090,21-09-2024,Still Airing,23,47,Tuesday," 9,76,80,483 ",20,5,Partial,7773,9.270
82034,Identify among," 9,02,338 ",21485,26-06-2018,17-09-2019,64,33,Sunday," 14,31,72,898 ",29,8,Yes,6561,9.060
82113,Affect order,921534.924039841,5390,25-11-1997,11-05-2023,96,36.678778,Tuesday," 6,77,71,478 ",8,4,No,9717,3.480
82199,Must nice," 6,94,587 ",49160,05-11-2018,03-08-2020,91,48,Sunday," 6,04,08,826 ",4,4,Yes,6953,9.670
82231,Follow know goal," 8,12,934 ",40946,13-09-2023,17-04-2024,31,51,Thursday," 4,17,31,669 ",7,8,Partial,14352,8.720
82243,History into," 9,69,719 ",17690,24-08-2021,04-01-2022,19,40,Saturday," 6,73,62,185 ",1,7,No,5004,8.230
82257,Easy wonder away already," 6,00,488 ",31475,25-07-2015,22-04-2017,91,30,Wednesday," 4,26,77,144 ",18,8,Partial,8127,9.950
82370,Course partner hair," 7,46,916 ",33596,25-07-2023,31-12-2024,75,33,Friday," 14,08,83,694 ",27,6,Yes,6784,9.650
82373,Order voice increase," 6,12,717 ",38999,17-02-2020,08-03-2021,55,33,Saturday," 8,63,00,474 ",16,4,Yes,13174,9.510
82383,Responsibility toward," 7,91,283 ",19699,01-09-2017,15-12-2017,15,50,Wednesday," 3,47,14,579 ",7,6,Partial,7773,9.200
82624,Degree though speak," 9,52,128 ",31716,06-12-2020,20-03-2022,67,40,Sunday," 14,57,90,948 ",26,7,Yes,11708,9.580
82678,Over almost," 9,55,939 ",6499,19-12-2017,18-09-2018,39,36,Sunday," 7,00,64,037 ",11,8,No,11309,9.930
82747,While recognize night," 8,54,027 ",23598,12-06-2020,24-10-2022,20,128.606023,Saturday," 3,85,94,338 ",1,7,Yes,8127,9.142
82760,Health hope hour career," 7,76,509 ",44205,02-10-2024,Still Airing,21,37,Tuesday," 14,08,48,678 ",22,8,No,11077,9.490
82852,Same wide," 7,15,134 ",27970,14-06-2023,05-07-2023,3,45,Friday," 1,67,82,302 ",8,6,Partial,8859,8.650
82990,Low tough these," 7,88,032 ",7529,15-09-2021,19-10-2022,57,58,Tuesday," 10,18,39,275 ",15,8,Yes,5027,8.580
82991,Executive light who," 6,82,550 ",34167,15-05-2024,Still Airing,41,40,Friday," 7,46,02,648 ",13,6,No,14016,9.660
83043,Around imagine whether," 7,10,757 ",22572,26-10-2082,Still Airing,46,77.82498462,Sunday," 14,27,76,217 ",23,8,Partial,5002,4.040
83063,Wait wear," 7,16,704 ",26839,20-01-2101,10-10-2018,58,54.12864517,Wednesday," 5,52,07,821 ",4,8,Yes,11241,4.232
83146,Sport doctor leader," 6,44,819 ",30925,06-05-2020,20-01-2021,37,39,Saturday," 9,28,17,471 ",27,4,No,10374,8.710
83184,Kitchen film property," 9,79,662 ",44953,18-01-2020,21-03-2020,9,47,Sunday," 2,56,49,080 ",8,7,Partial,4786,8.860
83189,Suddenly risk professor," 6,91,923 ",40637,04-12-2018,07-01-2020,57,56,Thursday," 7,09,07,573 ",18,7,Partial,11582,9.640
83222,Wait tend population up,707827.903279924,25429,20-10-2099,16-04-2020,54,32.20370316,Saturday," 14,78,62,671 ",24,8,No,11687,3.900
83308,Unit trip,601753.00,7194,25-09-2024,Still Airing,22,56,Tuesday," 3,27,09,613 ",5,8,Partial,6811,9.680
83354,Room see," 8,25,356 ",2472,05-07-2023,31-01-2024,30,42,Thursday," 6,24,85,960 ",10,7,Partial,10583,8.630
83440,Matter religious also," 6,45,839 ",47078,29-04-2015,29-06-2016,61,42,Monday," 53,31,282 ",9,8,Partial,13696,9.470
83487,Good fill television,786096.00,21133,26-06-2023,23-12-2024,78,44,Friday," 38,02,091 ",6,5,Partial,7318,9.920
83489,Think image," 8,67,393 ",39587,10-12-2015,Still Airing,481,57,Tuesday," 11,58,28,396 ",24,5,Yes,7441,9.850
83490,Near into,914791,38268,21-09-2015,Still Airing,492,52,Sunday," 14,31,03,338 ",29,7,Yes,13328,9.850
83509,Table could," 8,77,606 ",12382,14-05-2023,Still Airing,94,30,Saturday," 13,82,19,589 ",29,8,No,14123,8.980
83514,Discussion play make,935323.00,13228,29-05-2022,04-02-2024,88,37,Tuesday," 6,78,69,831 ",22,6,Partial,13729,9.300
83543,Thank next," 8,85,037 ",21705,20-11-2024,Still Airing,14,59,Sunday," 12,64,91,124 ",21,8,Partial,5557,9.920
83589,Its account son," 7,03,927 ",27118,18-09-2024,Still Airing,23,49,Tuesday," 9,28,75,428 ",12,7,No,9496,9.890
83629,That someone letter," 8,81,685 ",48479,22-02-2023,23-08-2023,26,44,Tuesday," 7,61,59,839 ",16,6,Yes,14695,9.940
83717,Pay above remain," 7,88,770 ",49432,27-06-2016,19-09-2016,12,46,Thursday," 12,10,04,683 ",21,6,Yes,7445,9.570
83761,Risk carry," 9,73,176 ",23178,24-03-2022,08-06-2023,63,46,Thursday," 5,00,60,386 ",7,8,Yes,10161,8.690
83836,Money science,940146.00,24155,04-05-2024,Still Airing,43,38,Tuesday," 1,01,74,195 ",3,8,Partial,5570,9.200
83854,Son think if," 9,84,106 ",4897,19-09-2023,03-10-2023,2,37,Tuesday," 8,59,75,139 ",13,7,No,14075,9.790
83869,Necessary dog then," 9,97,881 ",21287,03-01-2024,17-01-2024,2,49,Friday," 12,30,56,356 ",25,8,No,11828,9.190
83922,Exactly only debate," 6,70,002 ",20235,10-10-2016,23-10-2017,54,43,Wednesday," 2,89,13,613 ",9,8,No,11946,9.460
83929,Natural concern most," 6,84,845 ",30960,06-12-2015,10-04-2016,18,45,Saturday," 11,72,41,749 ",23,8,No,8453,9.230
83934,Soldier a," 8,39,407 ",42003,14-03-2023,01-08-2023,20,57,Tuesday," 14,97,42,694 ",28,6,Yes,10770,8.850
84012,Media in realize,681679,38898,25-11-2022,16-06-2023,29,43,Friday," 13,24,90,517 ",28,8,Yes,10624,9.610
84064,Answer catch option," 7,18,084 ",12244,18-12-2032,22-08-2020,74,44.76548177,Sunday," 3,08,34,734 ",14,7,No,12165,2.940
84085,Other toward ground," 6,46,514 ",5203,01-01-2024,Still Airing,60,37,Wednesday," 13,44,18,962 ",24,4,Partial,14311,9.870
84116,Performance white represent," 8,19,908 ",47354,31-08-2020,18-07-2022,98,57,Thursday," 8,87,11,878 ",16,7,Partial,13012,7.920
84173,Nearly whole woman," 8,82,856 ",19567,15-12-2015,05-07-2016,29,30,Friday," 14,33,12,094 ",25,6,No,11702,9.700
84178,Clear than," 7,71,067 ",24961,20-01-2022,27-10-2022,40,35,Tuesday," 12,52,29,137 ",23,4,No,14426,9.430
84262,Society until," 6,03,177 ",25999,30-11-2023,29-08-2024,39,57,Thursday," 11,17,69,031 ",25,8,Partial,10185,9.030
84299,Million girl head," 6,31,140 ",47456,30-04-2023,18-02-2024,42,37,Thursday," 14,87,05,343 ",24,8,Partial,11734,9.920
84313,Scientist join," 7,32,391 ",28054,27-02-2017,Still Airing,417,51,Monday," 4,26,45,595 ",6,8,Yes,13182,9.180
84315,Baby firm," 7,74,706 ",17053,04-08-2044,30-05-2024,32,36.76598988,Sunday," 12,49,83,413 ",30,8,Partial,14019,5.851
84432,Above health standard," 9,17,815 ",40791,22-09-1997,11-10-2019,50,43.70882739,Monday," 12,10,24,730 ",27,7,Yes,7601,3.918
84435,Whatever become," 7,43,950 ",43806,02-06-1983,Still Airing,22,31.84809908,Tuesday," 13,37,20,628 ",28,6,Partial,12857,6.596
84439,Senior race student," 6,95,581 ",19996,18-08-2021,Still Airing,184,38,Wednesday," 4,22,88,204 ",8,8,Partial,8558,9.460
84467,Expert force rather," 9,30,671 ",4909,13-09-2017,07-02-2018,21,59,Friday," 9,46,85,059 ",9,7,Yes,11585,8.420
84495,American inside," 7,66,371 ",25282,23-05-1995,03-08-2019,98,125.712275,Sunday," 10,19,83,107 ",12,4,Partial,7426,5.311
84502,Information already," 9,44,342 ",18286,25-07-2016,Still Airing,448,44,Monday," 12,05,70,750 ",24,8,No,12009,9.380
84549,Bring two," 9,00,683 ",866,14-11-2017,12-06-2018,30,45,Tuesday," 12,07,95,889 ",21,8,Partial,5550,8.260
84574,Defense appear must," 8,12,126 ",23857,12-09-2018,Still Airing,337,50,Tuesday," 11,84,48,772 ",22,7,Partial,11277,8.670
84603,Figure edge," 7,09,836 ",23781,09-04-2020,11-02-2021,44,31,Thursday," 6,32,31,471 ",6,8,No,10738,9.770
84629,Provide laugh," 6,50,362 ",842,26-05-2018,22-09-2018,17,39,Thursday," 9,50,83,450 ",12,8,No,6669,8.570
84651,Modern enter compare important,988107.00,37758,18-08-2018,11-05-2019,38,46,Wednesday," 11,88,70,672 ",26,8,No,9857,8.880
84708,Old perhaps long," 8,32,892 ",22516,12-09-2022,20-02-2023,23,30,Wednesday," 12,74,55,903 ",29,7,Yes,8315,9.910
84802,Loss peace," 9,17,704 ",43355,28-02-2024,24-07-2024,21,51,Monday," 33,06,786 ",9,5,Partial,14510,9.800
84969,Allow risk matter week," 8,34,102 ",5373,09-08-1999,02-04-2018,83,609.5308821,Sunday," 9,53,25,170 ",17,4,No,8347,4.060
85020,Night decision wait," 8,57,334 ",25720,02-12-2015,11-05-2016,23,55,Tuesday," 14,71,04,818 ",22,8,No,14178,8.260
85048,Trouble decide," 7,28,977 ",48251,07-10-2017,27-10-2018,55,59,Wednesday," 2,49,50,132 ",3,5,Yes,12320,9.740
85099,Pm new store," 9,43,273 ",16665,14-07-2021,18-08-2021,5,58,Sunday," 8,95,31,987 ",17,8,Yes,6112,8.390
85108,Mission early black,882680.00,8712,03-11-2019,08-12-2019,5,39,Wednesday," 9,38,53,494 ",19,8,Yes,14049,9.020
85189,Story who," 9,09,350 ",29657,29-04-2020,12-08-2020,15,46,Monday," 5,31,84,642 ",4,7,Partial,8021,8.660
85312,Hospital building," 9,85,064 ",38671,09-12-2020,08-12-2021,52,31,Tuesday," 7,88,42,200 ",15,6,No,11880,9.790
85395,By focus bit," 6,10,410 ",12975,12-09-2021,12-12-2021,13,34,Saturday," 12,68,34,853 ",27,8,No,5492,8.830
85419,Cell level," 9,99,706 ",14349,09-01-2020,22-10-2020,41,40,Tuesday," 89,90,429 ",9,8,No,9001,8.340
85534,Sell deal," 8,81,832 ",48747,02-02-2019,18-05-2019,15,34,Monday," 3,62,61,547 ",8,7,Yes,10176,9.980
85650,Concern city," 6,74,582 ",34826,07-01-2020,05-01-2021,52,35,Monday," 12,70,93,265 ",26,8,Partial,12371,9.980
85694,Energy quite leave,7.11E+05,42842,17-07-2021,29-01-2022,28,45,Wednesday," 7,11,38,436 ",11,4,No,7223,9.420
85716,Tax gas could," 7,89,421 ",45026,09-05-2016,01-05-2017,51,33,Sunday," 12,92,45,484 ",1,8,Partial,12133,9.540
85803,Our whole relate," 6,69,568 ",32710,11-05-2017,03-08-2017,12,33,Tuesday," 8,47,45,396 ",20,8,Partial,13435,8.030
85903,History brother commercial," 9,33,793 ",29661,13-12-2015,31-07-2016,33,46,Friday," 12,46,89,486 ",27,5,Partial,5771,9.400
85906,National base hotel,669954,20321,05-06-2015,29-07-2016,60,55,Thursday," 14,40,37,905 ",26,7,Yes,12755,8.410
85995,Upon wait moment," 9,23,598 ",14577,06-12-2018,Still Airing,325,51,Saturday," 4,41,07,218 ",4,6,Partial,13202,7.400
86000,Perform admit," 7,57,754 ",28572,04-06-2017,29-10-2017,21,36,Friday," 11,30,24,653 ",25,8,Yes,9356,9.790
86055,Feel garden hard wife," 7,69,495 ",29833,22-04-2018,21-07-2019,65,36,Monday," 7,49,72,282 ",18,8,Yes,9115,8.950
86075,Agreement society," 8,45,782 ",48917,30-06-2063,Still Airing,425,52.18118304,Sunday," 9,73,90,648 ",12,6,Yes,6999,3.830
86122,Under course," 7,50,433 ",13664,02-03-2024,01-06-2024,13,37,Thursday," 33,90,372 ",8,7,Partial,11098,7.720
86147,Level world," 8,97,808 ",34395,01-03-2017,29-08-2018,78,54,Thursday," 14,51,27,215 ",24,6,No,8700,8.330
86161,Page total girl," 7,23,068 ",29334,05-03-2015,Still Airing,521,58,Wednesday," 8,80,50,103 ",19,5,Yes,12794,8.550
86204,Top response," 6,32,554 ",991,03-09-2021,10-09-2021,1,55,Sunday," 8,37,58,974 ",12,5,Partial,12660,9.730
86328,Much have," 9,18,959 ",43112,21-09-2023,Still Airing,75,52,Friday," 7,08,64,470 ",16,7,Partial,10359,9.450
86344,Street develop soldier," 7,57,405 ",25758,11-06-2021,Still Airing,194,34,Sunday," 7,05,92,971 ",13,7,Yes,14665,9.990
86380,Message enter black," 9,74,825 ",32973,09-05-2017,29-08-2017,16,31,Friday," 8,73,72,222 ",15,6,No,7996,7.480
86396,Us option," 9,55,382 ",44801,21-08-2022,Still Airing,132,38,Monday," 1,44,75,619 ",10,6,Partial,10642,7.750
86434,Ten civil," 8,89,457 ",25815,23-01-2021,26-11-2022,96,53,Wednesday," 8,47,32,832 ",19,6,No,13141,8.430
86472,Recently hope," 9,40,371 ",26623,10-11-2019,02-08-2020,38,60,Friday," 8,86,90,515 ",15,4,Yes,8316,8.830
86529,Building human home," 9,39,005 ",13045,26-04-2017,18-04-2018,51,46,Thursday," 1,33,93,386 ",5,7,No,6958,8.480
86654,Professional design," 8,69,312 ",41956,26-02-2022,01-07-2023,70,49,Saturday," 14,24,87,183 ",26,4,No,10450,9.990
86683,Certainly pick PM," 7,62,955 ",44762,22-01-2023,19-05-2024,69,38,Friday," 9,56,50,145 ",14,7,Yes,7116,7.700
86761,Firm back,940161,1257,25-01-2023,14-08-2024,81,43,Tuesday," 1,40,55,232 ",6,8,Partial,13510,9.790
86808,Network recently must," 9,27,252 ",670,30-05-2015,27-06-2015,4,31,Wednesday," 2,08,97,947 ",1,6,Partial,10482,8.920
86877,Purpose kid," 7,47,334 ",2689,14-06-2024,Still Airing,37,40,Wednesday," 7,53,19,545 ",20,7,No,8705,8.920
86920,Few behavior him agreement," 7,11,773 ",38502,07-08-2018,07-05-2019,39,47,Wednesday," 14,12,44,679 ",26,8,Yes,9667,8.520
86956,Total fish," 6,73,072 ",48397,13-06-2015,10-12-2016,78,53,Saturday," 8,73,13,613 ",26,6,No,13830,9.090
86959,Lead note rock," 9,17,294 ",26610,05-11-2016,01-07-2017,34,46,Thursday," 14,17,31,132 ",21,6,No,5145,8.710
86990,Can like economic," 9,35,794 ",22982,26-06-2020,07-08-2020,6,60,Saturday," 12,99,50,440 ",25,8,Yes,6070,9.420
86994,Specific possible," 8,31,578 ",29810,03-05-2020,25-10-2020,25,49,Saturday," 14,04,85,420 ",30,7,Partial,10773,9.140
87024,Rule either," 8,77,887 ",22115,01-01-2020,12-05-2021,71,31,Sunday," 14,82,68,986 ",22,5,Partial,5099,9.170
87047,Soldier some article," 6,35,819 ",4583,06-10-2024,Still Airing,21,36,Tuesday," 5,01,69,766 ",10,7,No,5645,9.990
87055,Grow and,953572.00,37941,19-01-2023,10-10-2024,90,39,Thursday," 6,20,63,382 ",9,6,No,11136,9.080
87109,Kid result however," 6,53,608 ",16842,31-08-2024,Still Airing,26,37,Sunday," 7,57,13,472 ",20,5,No,8384,9.480
87112,Window performance political," 8,08,070 ",34445,10-01-2032,Still Airing,235,29.64313182,Sunday," 8,71,43,017 ",14,6,Yes,10121,4.430
87142,Herself major," 8,88,114 ",45053,18-04-2015,11-07-2015,12,32,Tuesday," 14,39,78,621 ",29,4,Yes,12125,9.680
87198,Note four institution," 7,17,298 ",21371,23-02-2022,13-07-2022,20,52,Wednesday," 10,05,08,303 ",12,7,Partial,5874,8.410
87211,Scientist star," 6,49,604 ",46036,24-12-2023,Still Airing,62,31,Friday," 14,06,52,062 ",29,5,No,13884,7.850
87259,Agree street necessary," 6,52,880 ",43350,01-01-2032,29-07-2017,93,45.91635657,Friday," 11,84,37,913 ",24,4,Yes,12948,3.040
87310,Maybe smile six," 8,65,654 ",6837,20-04-2022,22-02-2023,44,54,Friday," 4,77,24,270 ",18,7,No,13934,9.700
87336,Mention meeting return," 6,04,893 ",34932,09-12-2019,01-03-2021,64,43,Thursday," 9,94,82,724 ",20,5,Partial,11170,7.800
87393,Eye understand," 6,30,098 ",21685,12-12-2021,07-08-2022,34,50,Monday," 11,46,36,491 ",24,7,Partial,7563,9.710
87419,Address wonder music," 9,33,515 ",19227,14-05-2003,31-12-2023,29,44.55189188,Wednesday," 7,53,83,514 ",18,8,Yes,6080,9.137
87435,Wife energy," 9,06,688 ",42279,07-04-1972,Still Airing,392,32.07121382,Saturday," 8,00,63,990 ",20,6,Partial,7977,6.949
87526,Evening sea," 7,59,112 ",41643,26-07-2022,02-05-2023,40,37,Thursday," 7,84,39,004 ",19,8,Partial,12189,8.610
87602,Exist science leader," 6,63,339 ",26538,18-11-2017,27-10-2018,49,42,Tuesday," 14,09,74,662 ",10,8,No,8921,9.130
87634,Development both get," 7,27,554 ",49033,01-08-2021,26-09-2021,8,48,Sunday," 13,55,77,119 ",29,5,Partial,6810,8.260
87665,Success food," 7,96,421 ",49448,06-10-2024,Still Airing,21,34,Thursday," 2,74,95,872 ",10,8,Partial,13036,9.040
87741,Down middle join," 7,26,617 ",49373,24-02-2018,28-12-2019,96,56,Saturday," 6,59,48,384 ",9,8,No,13254,8.080
87781,Against floor," 8,73,113 ",5141,10-11-1992,Still Airing,7,57.65884945,Sunday," 12,85,20,075 ",24,5,No,12253,3.389
87809,Response budget," 9,10,194 ",17337,11-03-2022,22-04-2022,6,44,Thursday," 7,11,91,381 ",13,4,Partial,8740,9.810
87837,Maybe hold," 6,69,262 ",20129,19-01-2016,29-03-2016,10,45,Thursday," 9,79,33,219 ",20,8,Yes,9140,8.110
87925,Low common," 8,07,927 ",16758,23-11-2024,Still Airing,14,42,Monday," 4,33,74,720 ",4,7,Yes,11439,9.220
87930,Herself food," 9,73,692 ",44751,10-11-2021,07-12-2022,56,47,Monday," 9,54,28,545 ",14,7,Yes,13112,9.830
88029,Raise hold," 6,69,075 ",34321,24-08-2020,25-04-2022,87,56,Saturday," 14,72,66,070 ",22,6,Yes,12637,8.780
88031,Account worry," 9,77,331 ",49227,07-03-2000,Still Airing,265,15.93915214,Thursday," 5,11,43,011 ",5,5,No,9304,5.857
88066,Catch account miss," 8,15,339 ",3785,17-06-2020,Still Airing,245,49,Friday," 11,44,85,183 ",23,7,Partial,11234,9.430
88086,Production something former network," 7,84,366 ",17612,22-04-2021,20-01-2022,39,50,Friday," 11,44,37,690 ",16,8,Yes,6570,8.920
88087,White more take laugh," 7,23,856 ",6175,21-05-2044,Still Airing,47,63.76174052,Sunday," 3,19,11,807 ",9,7,Partial,14197,2.860
88159,Culture fire charge,872864,16940,21-06-2016,10-04-2018,94,41,Sunday," 8,20,69,357 ",14,4,Partial,10586,9.190
88252,Professional piece coach,811247.00,28133,30-10-2024,Still Airing,17,41,Sunday," 7,41,34,312 ",12,8,Partial,8506,8.570
88316,Protect note," 6,95,869 ",4778,04-03-2020,25-11-2020,38,42,Wednesday," 13,13,89,991 ",24,4,No,11625,8.380
88343,Hold evening thus," 9,73,299 ",48442,12-12-2019,13-05-2021,74,32,Monday," 9,91,11,183 ",17,8,No,9281,9.630
88380,Worker so,7.37E+05,42255,22-03-1997,05-11-2020,2,79.01808704,Sunday," 14,93,48,716 ",23,6,Yes,12132,4.982
88429,Argue management," 7,58,606 ",48704,17-10-1976,19-07-2021,65,63.28483775,Saturday," 8,28,53,815 ",29,8,Partial,5711,4.731
88441,Day southern father," 6,93,846 ",30892,07-02-2024,Still Airing,55,39,Friday," 8,05,12,009 ",20,6,Partial,12835,9.270
88486,Education guy matter," 6,46,497 ",36554,29-06-2021,22-03-2022,38,44,Friday," 9,58,28,015 ",11,5,No,5478,8.270
88506,Ask feel," 7,04,780 ",25850,17-04-2017,Still Airing,71,92.31410619,Friday," 14,51,06,551 ",25,7,Partial,6187,8.520
88573,She garden simple," 7,63,393 ",7213,03-05-2024,Still Airing,43,45,Wednesday," 8,60,85,137 ",14,8,No,8524,9.640
88609,Former too life," 9,31,059 ",17811,12-02-2023,11-08-2024,78,54,Wednesday," 9,80,93,428 ",11,4,Partial,11900,9.520
88633,Process form better health," 7,14,494 ",41006,22-03-2024,10-05-2024,7,52,Sunday," 6,12,87,806 ",4,4,Partial,13649,8.280
